text,pred
One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.,"[('manhattan chinatown', None), ('restaurants', None), ('us', None)]"
We will go back every time we are in the City.,[]
we love th pink pony.,"[('pony', None)]"
So eat fast and order a lot.,"[('lot', None)]"
Staff is very accomodating.,"[('staff', None)]"
I have to agree with the previous reviewer.,"[('reviewer', None)]"
--Eat Club is a roving group of NYC gluttons,"[('nyc gluttons', None), ('group', None), ('club', None)]"
"If you were there when it first opened, give this restaurant a second chance.","[('chance', None)]"
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,[]
"If you like Sakagura but you feel it's too much, you'd better try Yokocho.","[('yokocho', None)]"
yourself a favor and have dinner here and see if you dont agree with me.,[]
Definitely a great spot for a nice occasion or date.,"[('date', None), ('occasion', None), ('spot', None)]"
You can't go wrong with this place.,"[('place', None)]"
Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,"[('dishes', None), ('portion', None), ('style izakaya', None), ('sake', None)]"
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,[]
Not pretentious and very economical.,[]
"The food was terrific and the service classy, attentive, without being overbearing.","[('food', None), ('service', None)]"
This is an amazing place to try some roti rolls.,"[('roti rolls', None), ('place', None)]"
Fresh ingredients and everything is made to order.,"[('ingredients', None)]"
"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",[]
Quick and friendly service.,"[('service', None)]"
Authentic bistro!,"[('bistro', None)]"
"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",[]
Somewhat pricey but what the heck.,[]
"It's true, this place is not cheap.","[('place', None)]"
"Try the hot dogs too, they're snappy and delicious.","[('dogs', None)]"
Delivery is fast too.,"[('delivery', None)]"
"Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.","[('delis', None), ('area', None)]"
"The noise level was unbearable, conversation impossible.","[('conversation', None), ('level', None)]"
Personal pans are the perfect size for those hungry nights.,"[('pans', None), ('size', None)]"
Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,"[('spicy fried clam rolls', None), ('spider rolls', None)]"
One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,"[('way', None)]"
It's convenient.,[]
Thanks Bloom's for a lovely trip.,"[('thanks bloom', None), ('trip', None)]"
The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,"[('scene', None), ('way', None), ('atmosphere', None)]"
"Oh right, I should probably say something nice.",[]
"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.","[('crowd', None), ('place', None)]"
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",[]
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,[]
this is can became on e of the NY Italian Food fare institutions.,[]
just got back from lunch at Tamarind and it was excellent.,"[('lunch', None)]"
"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.","[('baluchi', None), ('st', None), ('food quality', None), ('neighboors', None), ('shoulders', None), ('head', None)]"
"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).","[('table', None), ('boths', None)]"
Try the cheesecake!,"[('cheesecake', None)]"
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,"[('condiments', None), ('food', None), ('containers', None)]"
"David, Daytona Beach, FL",[]
Perhaps.,[]
Great Indian food and the service is incredible.,"[('food', None), ('service', None)]"
Go here.,[]
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,"[('ave.', None), ('street', None)]"
Rosario's is without a doubt one of the greatest pizzerias in existence.,[]
"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.","[('decor', None)]"
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.","[('type', None)]"
We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,[]
"Especially liked chicken tikka and the naan, and the dals.",[]
The waiters were not attentive except that the bill turned up on the table before we were finished.,"[('waiters', None)]"
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,"[('lawns', None), ('hudson river', None), ('statue', None)]"
"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",[]
We generally like good restaurants and eat out often but Kai was way to expensive for what we got.,"[('restaurants', None)]"
What a great place.,"[('place', None)]"
The sangria was pretty tasty and good on a hot muggy day.,"[('sangria', None)]"
Don't eat here unless you're starving for thai food and you work next door.,"[('food', None), ('door', None)]"
This tiny Williamsburg spot is always pleasantly surprising.,"[('williamsburg spot', None)]"
"For the people who want great food plus great service, Roxy is a place to AVOID!","[('food', None), ('service', None)]"
I had the best ravioli ever.,[]
"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.","[('menu', None)]"
Ive been here a bunch of times now and the service is always outstanding.,"[('times', None), ('bunch', None), ('service', None)]"
The bill is approximately $25 for 2 at lunch without drinks.,[]
"Quite frankly, this is some of the worst sushi I have ever tried.",[]
"The food is great, service is ok.","[('food', None), ('service', None)]"
"The overall price tag was very very expensive, something I did expect.","[('price tag', None)]"
"By the time we were done, it was past 1:00am.",[]
"Spice is great Thai food, love the inexpensive appetizers.","[('appetizers', None), ('spice', None), ('food', None)]"
"Read all the other review, they'll confirm it.","[('review', None)]"
Even after they overcharged me the last time I was there.,"[('time', None)]"
The service was attentive.,"[('service', None)]"
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.","[('mozzarella', None), ('pie', None)]"
Fish was overdone.,[]
"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.","[('restaurant', None), ('details', None), ('shore towns', None), ('idea', None), ('need', None), ('base', None)]"
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","[('ceiling', None), ('dining room', None)]"
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,"[('menu selections', None), ('service', None)]"
