text,pred
"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!","[('cd drive', None), ('computer', None)]"
I bought this laptop Was the worst Laptop I've ever bought.,[]
But the screen size is not that bad for email and web browsing.,"[('screen size', None), ('web browsing', None), ('email', None)]"
Once I removed all the software the laptop loads in 15-20 seconds.,[]
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,"[('trackpad', None), ('powerbook g4', None), ('mouse', None)]"
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,"[('computer', None), ('games', None)]"
"Obviously one of the most important features of any computer is the ""human interface.","[('features', None), ('computer', None)]"
"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).","[('applications', None), ('report', None), ('edition', None), ('apple', None)]"
The body is a bit cheaply made so it will be interesting to see how long it holds up.,[]
The i5 blows my desktop out of the water when it comes to rendering videos.,[]
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.","[('software', None), ('mac', None), ('firewall', None)]"
For the use it was purchased for it is a good Laptop.,"[('laptop', None)]"
"Am very glad I bought it, great netbook, low price.","[('price', None), ('netbook', None)]"
"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.","[('macbook', None), ('function way', None)]"
Worth the investment and truly a fine piece of equipment.,"[('equipment', None), ('investment', None), ('piece', None)]"
The Apple team also assists you very nicely when choosing which computer is right for you :),"[('apple team', None), ('computer', None)]"
Summary: Dont buy HP.,"[('hp', None), ('summary', None)]"
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).","[('operating system', None), ('vista', None)]"
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,"[('video chat', None), ('im', None), ('version', None), ('thing', None)]"
You'll need to upgrade and pay a little more for them.,[]
it is hard to fix and makes it a hassle to own one.,[]
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"[('laptop', None), ('experience', None)]"
"Macs are designed for the ""frontal lobe challenged"" people out there.","[('lobe', None)]"
"Fan vents to the side, so no cooling pad needed, great feature!","[('feature', None), ('cooling pad', None)]"
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","[('way', None), ('things', None), ('viruses', None), ('mac', None)]"
Wasted me at least 8 hours of installation time.,[]
"It has far exceeded my expectations for power, storage, and abilitiy.",[]
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.","[('documents', None), ('feature', None)]"
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.,"[('system', None), ('windows', None)]"
I am enjoying it and the quality it provides is great!,[]
It is the worst laptop ever,[]
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.","[('battery life', None)]"
"I'm not going to lie, I've never really liked the Acer brand in general.",[]
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!","[('practice', None), ('os', None)]"
"iTunes is a handy music-management program, and it is essential for anyone with an iPod.","[('management program', None), ('itunes', None)]"
"-I give up on my data, I just want a computer reasonably fast...",[]
Would buy 100 more of these if I could.,[]
"  while it was barely a bargin in the begining, i would never purchase another dell and would not recomend the dell brand to others.","[('dell brand', None)]"
it was shooting sparks!,[]
Great product.,"[('product', None)]"
Mac is not made for gaming.,[]
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.","[('dvd', None), ('battery', None)]"
"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.","[('printer', None), ('experiences', None), ('apple support', None)]"
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,"[('dollars', None)]"
  By this time I was regretting ever SEEING this machine on the shelf!,[]
"Toshiba is a great brand, even though I haven't had it for a long time, I am very happy with it!","[('time', None), ('brand', None), ('toshiba', None)]"
I need graphic power to run my Adobe Creative apps efficiently.,"[('adobe creative apps', None), ('power', None)]"
the programs are esay to use and are quick to process this computer works like a charm.,"[('esay', None), ('programs', None), ('computer', None)]"
The materials that came with the computer did not include the right # anywhere.,"[('materials', None), ('#', None)]"
So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,"[('hunk', None)]"
That day!,[]
""" For one, I noticed that from turning on my mac to logging on only took about 25 seconds.",[]
It does not even have the software to play a dvd now.,"[('software', None), ('dvd', None)]"
My brother is a computer wiz and would laugh at me because he used an Apple.,[]
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,"[('power supply problem', None)]"
"Since I never really got to use this, I can't comment on anything except what went wrong after trying 2 of them.",[]
