text,terms,lab_sim
with a mac computer i have more free time as i don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,"[('windows', None)]",0.48685703
it was very easy to just pick up and use-- it did not take long to get used to the mac os.,"[('use', None)]",0.5713098
"this netbook is a perfect supplementary computer to another laptop or desktop (my wife and i have another laptop), or if you are a user who uses the computer for simple tasks.","[('netbook', None)]",0.6143115
"with all the goodies inside this machine, it is a value.","[('value', None)]",0.3132852
"it is well worth the money it cost, very good investment.","[('investment', None)]",0.36877134
"upgrading from windows 7 starter, thru windows 7 home premium, to windows 7 professional was a snap;","[('windows 7', None)]",0.40391642
"overall, still a very nice machine.","[('machine', None)]",0.47005036
my kids (and dogs) destroyed two power cords by pulling on them.,"[('power cords', None)]",0.15478878
i had this computer for one month and had to send it in for repair.,"[('repair', None)]",0.63228464
"the screen is a little glary, and i hated the clicking buttons, but i got used to them.","[('clicking buttons', None)]",0.4619575
"not to mention, the battery life is absolutely amazing.","[('battery life', None)]",0.6389167
"i realize that not every unit has this issue, but the ones that do cannot be repaired.","[('repair', None)]",0.29602095
windows also shuts the computer down for no reason without warning.,"[('windows', None)]",0.2832267
not using wired lan not sure what thats about.,"[('wired lan', None)]",0.28919724
the macbook rarely requires a hard reboot.,"[('macbook', None)]",0.49584675
now for the hardware problems.,"[('hardware problems', None)]",0.5369568
it's fast and has excellent battery life.,"[('battery life', None)]",0.55001247
it's face and depanable.,"[('face', None), ('depanable', None)]",0.17884873
apple care included.,"[('apple care', None)]",0.37567475
features like the font are very block-like and old school.,"[('font', None), ('features', None)]",0.35701546
this laptop has left me with a horrible taste in my mouth for acer brand products.,"[('acer brand products', None)]",0.5983789
windows is also rather unsteady on its feet and is susceptible to many bugs.,"[('windows', None)]",0.42994365
"after sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, i broke down and spent another $100 to get microsoft word for mac.","[('microsoft word', None)]",0.33163697
do not buy gateway computers they are junk and the warranty company is horrible.,"[('warranty company', None)]",0.5422997
the only bad part is the size/weight.,"[('size/weight', None), ('size', None)]",0.27951387
the little battery that it did have would only last about an hour while just having it on the desktop.,"[('battery', None)]",0.4708988
also it is light weight compared to others.,"[('weight', None)]",0.34866932
"from the build quality to the performance, everything about it has been sub-par from what i would have expected from apple.","[('quality', None), ('performance', None)]",0.5753069
pretty much everything else about the computer is good it just stops working out of no were.,"[('computer', None)]",0.6358186
it was truly a great computer costing less than one thousand bucks before tax.,"[('computer', None)]",0.60747284
"waiting for the i7 was well worth it, great value for the price.","[('i7', None), ('price', None)]",0.57943565
"i asked how they would determine that since there are no scratches, dents or other signs of damage and was told that was the only way this type of damage could happen.","[('scratches', None), ('dents', None)]",0.12928076
"also, the extended warranty was a problem.","[('extended warranty', None)]",0.44036055
boots up fast and runs great!,"[('boots up', None)]",0.29263064
lightweight and the screen is beautiful!,"[('screen', None)]",0.5103803
"just a month and a half or two months ago, my vaio crashed again.","[('vaio', None)]",0.43174013
i did contact hp and share how unhappy i am.,"[('hp', None)]",0.46795923
"the macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","[('twin packing', None), ('functions', None)]",0.42584378
they say sorry out of warranty.,"[('warranty', None)]",0.313676
i bought this laptop because of the performance to price ratio.,"[('price ratio', None), ('performance', None)]",0.65232
pc never worked right even after bios fixed.,"[('pc', None)]",0.33051217
"after having two pc laptops die with in the past 3 years, i was led to the apple display at best buy by the sleek design and promise of less tech issues.","[('design', None), ('tech issues', None)]",0.6729448
"i have a laptop as my regular computer, but found that disconnecting it and lugging it around was a drag.","[('disconnecting', None)]",0.51836425
this is my second macbook.,"[('macbook', None)]",0.6033695
the size is perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you.,"[('size', None)]",0.13306932
the service i received from toshiba went above and beyond the call of duty.,"[('service', None)]",0.53924793
"have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.","[('memory', None), ('computers', None), ('speed', None)]",0.66028327
i would recommend it just because of the internet speed probably because thats the only thing i really care about.,"[('internet speed', None)]",0.50672394
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.","[('iphoto', None), ('video-editing', None), ('ivideo', None)]",0.2975512
the screen shows great colors.,"[('screen', None), ('colors', None)]",0.413096
"reason why? it's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if apple does decides to change mode, your laptop value will only drop 10-20%, unlike pc laptops which drop more than 80%.","[('laptop value', None), ('price', None)]",0.45492232
that's a huge difference.,"[('difference', None)]",0.10541436
"dells are ok, hps aren't that good, but macs or fantastic.","[('hps', None)]",0.6371599
i am totally satisfied with my little toshie!,"[('toshie', None)]",0.30865407
it is extremely user friendly and intuitive.,"[('intuitive', None), ('user friendly', None)]",0.5440866
"the 17 inch screen is very large, but the computer is very light.","[('17 inch screen', None), ('computer', None)]",0.4347679
"my opinion of sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","[('support', None), ('sony', None)]",0.49597922
i also liked the glass screen.,"[('glass screen', None)]",0.4714496
the switchable graphic card is pretty sweet when you want gaming on the laptop.,"[('switchable graphic card', None)]",0.58524317
"the battery life has not decreased since i bought it, so i'm thrilled with that.","[('battery life', None)]",0.47792444
