text,labs,lab_sim
"i asked how they would determine that since there are no scratches, dents or other signs of damage and was told that was the only way this type of damage could happen.",[],0.10854093
it weighed like seven pounds or something like that.,[],0.10817383
hope this helped!,[],0.10729435
"for two months, when you guessed it.",[],0.10706608
"the ""time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",[],0.10642121
and it is impossible to get them back in.,[],0.105982885
that day!,[],0.1054048
hope this helps!,[],0.105157696
there is no need to open a program first and the cliick open or import.,[],0.104682654
this has happened three times so far.,[],0.104534775
apparently they're not special anymore .,[],0.103504926
probbly the worst decision we ever made!,[],0.10336639
"so i'd pop them off to see what the problem was, well guess what? the darn thing wouldn't go back on.",[],0.10268484
that's a huge difference.,[],0.102415904
she tells me about it all the time but i tend to shut off all cognitive functions when she gets that yapper going.,[],0.10231147
i do not plan on going back.,[],0.10204797
"the guy then said that if i insist on having the hinge tightened, they can do it for me but i have to accept the condition after the ""repair"".",[],0.1016848
it was a total dhell experience that i will never repeat.,[],0.1016382
but no one could tell me when my part would be shipped nor could they tell me where to buy it on their website!!!,[],0.10148623
"after 4 days, being denied 6 times and told off once, i managed to get through and was able to send them a scanned copy of the receipt.",[],0.10137011
it was a laugh too!,[],0.100326814
"being only 2 months old, i am not a happy camper!",[],0.10025423
"then to make matters worst, there is noone that they can transfer you to.",[],0.098881714
what a mistake!,[],0.096989065
"i shipped out on saturday, july 17.",[],0.09655135
"she told me flatly, ""it's like that one.",[],0.0958515
i do not know for sure.,[],0.0953859
i love this little one.,[],0.09490135
went silently.,[],0.09304195
but in fact it is totally the opposite.,[],0.09266366
"where you click and hold and drag it picture, link, etc to where you want it.",[],0.092590936
hieroglyphics are quite common.,[],0.09204855
should be there by the end of the week (again...).,[],0.091075815
it was shooting sparks!,[],0.090604916
which was way too much money.,[],0.09045747
two times with in one month.,[],0.09020806
they are not.,[],0.0898966
it's a joke.,[],0.0895705
perfect trifecta!,[],0.089025155
i don't know how i could ever live without my qousmio.,[],0.08863329
sad very sad.,[],0.087935574
"so i called, again.",[],0.08770854
just chill and enjoy.,[],0.08764364
we decided we would try to trade-in our old ones.,[],0.08727672
will not every buy another--------lou,[],0.08608173
just a bunch of idiots who's english as a 5th language is forced at best.,[],0.08348751
then on top of it all their cusromer service center is in the middle east.,[],0.0829748
a lot of help they weren't!,[],0.082069635
those things are very important - vital even!,[],0.081724726
its more like a snail crawl.,[],0.081670426
but it may be potentially hundreds or thousands in the near future.,[],0.08136028
all i can say is w-o-w.,[],0.08119745
and if u did.,[],0.08085272
go for it!,[],0.07974266
you will not be able to talk to an american warranty service is out of country.,[],0.078978986
"-called machouse amsterdam to ask for a temporary replacement, no answer.",[],0.07853442
do you think the shop will give me a new set?? it will not!,[],0.0785037
that was a big mistake.,[],0.07847469
"though you get a polite person, you often don t get a solution.",[],0.078402705
"-when i started worrying for not hearing anything from them, i tried to call.",[],0.077661015
he can't stand it.,[],0.07701692
"that seemed to solve the problem, till i wrote an article with semicolons in it.",[],0.07534129
"but then, something goes wrong.",[],0.074970245
they will not let you down.,[],0.07492218
just what the doctor ordered.,[],0.0736703
it is held in place magnetically.,[],0.073541
finally after months of research the discovered that they mailed it to a walmart and there probably would be no way to find the box.,[],0.0733952
lord have mercy!,[],0.07129977
two of the times was in one month.,[],0.07117542
"now, the next issue i had freaked me out.",[],0.070347436
"so, i must say i am not a happy camper.",[],0.06729379
i have found a lot of online sources to help me but think that i would have learned a lot quicker if i would have taken the class.,[],0.06666877
"to this day, there are none.",[],0.06355716
(i definatly can't).,[],0.06107135
now they are believers in the product.,[],0.06098006
-stay away from machouse amsterdam.,[],0.060288187
recently there are a few incidents that annoy the hell out of me.,[],0.05964632
this ain't it.,[],0.058850076
all the yada-yada.,[],0.05798627
winters is on it's way and i imagine it will be cozy.,[],0.056719013
i hate this one.,[],0.05664263
they are so realistic i am just speechless.,[],0.05558653
"well, maybe more like week one.",[],0.055094544
it is small enough to fit in one of my purses!,[],0.053356014
there is a little indent to help open it - but good luck with that.,[],0.053181674
needless to say i told them no and have a nice day and hung up!,[],0.05184579
received all four in good order;,[],0.05069402
oh my goodness-i am not a happy camper.,[],0.050506003
"no waiting to have my claim reviewed by someone in another state (or more often, another country).",[],0.04797941
it's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,[],0.047757484
i spoke to 4 different people and was told they needed to transfer me to a 5th person!,[],0.044444494
it was definelty a smart move.,[],0.042654876
i left the place angrily.,[],0.042197123
"this was around three years, maybe four years ago.",[],0.041587852
"-complied to their protocol, called number, made ""case"", got an email address to send complaint.",[],0.041446365
but i was wrong.,[],0.039188746
"if it's not shipped on the next business day, called on a friday they are closed on weekends, what was the next step.",[],0.03837457
"to list a few: they tend to get hot enough to cause 3rd degree burns, as well as ignite any flamable material if near the part that happens to heat up.",[],0.037314855
do a quick search on the internet see if im the only one.,[],0.037230846
they transfer you around to other people who do not understand what you are saying and you can't understand what they are saying.,[],0.03505278
it was weird.,[],0.034387432
i was informed that i need to call some 0900 number first.,[],0.0330176
back she goes!,[],0.032586236
i was starting to boil.,[],0.0318418
i was wrong!,[],0.031133853
then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,[],0.02852716
"mom, dad, brother, sister, you name it!",[],0.026916416
"well, they don't care a bunch.",[],0.026321564
"in addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",[],0.025785211
"he left me, instructions on what to do when this comes up, or that comes up......",[],0.025676684
by air sounds more like by truck to me.,[],0.025589762
i think it was seventy nine plus tax.,[],0.021877637
"long story, but after many calls to various offices, i was told that no one can override the depot and that managers don't take phone calls or e/mails.",[],0.020170556
they refuse.,[],0.014931681
please make these!,[],0.014724305
you may need to special order a bag.,[],0.005016031
i went with him and we picked this one.,[],0.0023439405
"after they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",[],-0.0018682438
i have tried to charge on different batteries with no luck.,[],-0.003906339
they are closed at 9pm eastern.,[],-0.019819807
"the rep did not even answer my question, i had to ask him, if he understood what i ask or if he spoke english because he didn't even try to acknowledge my question.",[],-0.021395259
that is pretty sad when they name them specifically.,[],-0.021761034
english must have been his third or fourth language.,[],-0.024929872
we don't mind and you don't matter.,[],-0.035246596
"and then, a guy came out to serve me instead.",[],-0.049751326
most of the large bags are for a 17 inch.,[],-0.061005548
