text,aspect_term,polarity,gold_polarity
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,positive,positive
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",dish,positive,positive
they didn't give us the dinner special until we asked for it.,dinner special,positive,negative
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive,positive
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive,positive
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive,positive
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,neutral,positive
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,positive,positive
very good service and very good prices.,service,positive,positive
very good service and very good prices.,prices,positive,positive
i recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,positive,neutral
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive,positive
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive,positive
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,positive,neutral
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,positive,neutral
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.,bagel,positive,positive
our food was great too!,food,positive,positive
"the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,negative
"get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral,neutral
"get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,neutral,positive
"please try the filet mignon, its just the most tender piece ever.",filet mignon,positive,positive
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,neutral
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,neutral
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,neutral
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,neutral,negative
the sake menu should not be overlooked!,sake menu,positive,positive
the drinks are amazing and half off till 8pm.,drinks,positive,positive
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,positive
"the service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,positive
"the service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,positive,positive
