text,aspect_term,polarity,gold_polarity
the apple team also assists you very nicely when choosing which computer is right for you :),apple team,positive,positive
"i think part of the problem with this computer is vista, yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).",vista,neutral,negative
"i think part of the problem with this computer is vista, yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).",vista,neutral,negative
"i think part of the problem with this computer is vista, yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).",operating system,neutral,neutral
"i think part of the problem with this computer is vista, yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).",vista,neutral,negative
the video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,negative,negative
that whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,negative,positive
"fan vents to the side, so no cooling pad needed, great feature!",fan,positive,positive
"fan vents to the side, so no cooling pad needed, great feature!",cooling pad,negative,neutral
"fan vents to the side, so no cooling pad needed, great feature!",feature,positive,positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,positive,positive
