text,predictions
if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor.,"[('ports', None), ('amd', None)]"
this laptop is a great price and has a sleek look.,"[('price', None), ('laptop', None)]"
i especially like the keyboard which has chiclet type keys.,"[('keyboard', None), ('chiclet type keys', None)]"
small screen somewhat limiting but great for travel.,"[('screen', None), ('travel', None)]"
one of the primary reasons why i purchased an ipad was to store photographs so that i could show to my customers.,"[('ipad', None), ('photographs', None)]"
runs hot i thought we were paying for quality in our decision to buy an apple product.,"[('quality', None), ('apple', None)]"
"for the not so good, i got the stock screen - which is very glossy.","[('stock screen', None), ('price', None)]"
the gray color was a good choice.,"[('gray', None), ('choice', None)]"
this was the second computer and brand bought that day.,"[('brand', None), ('day', None), ('computer', None)]"
buy this.,"[('a', None), ('buy', None)]"
very disappointing:,[]
"i love this product because it is toshiba and its 15.6"".","[('toshiba', None), ('product', None)]"
i would like to have volume buttons rather than the adjustment that is on the front.,"[('front', None), ('volume buttons', None)]"
this is my first computer purchase,"[('computer', None), ('purchase', None)]"
people know what they are talking about and they have pride in the product that they are selling.,"[('product', None), ('people', None)]"
the processor a amd semprom at 2.1 ghz is a bummer it does not have the power for hd or heavy computing.,"[('hd', None), ('processor', None)]"
would highly recommend this netbook though.,"[('netbook', None)]"
"i have had several machines over the years, both for personal and business use.","[('machine', None), ('business', None)]"
i bought a protector for my key pad and it works great :),"[('pad', None), ('key', None)]"
the magnetic plug-in power charging power cord is great (i even put it to the test by accident)- excellent innovation!,"[('magnetic plug-in power charging', None)]"
well i got this computer from best buy and i have had nothing but problems i bought the computer with a virus.....,"[('virus', None), ('computer', None)]"
it seems they could have updated xp and done without creating vista.,"[('vista', None), ('xp', None)]"
"it is easy to use, fast and has great graphics for the money.","[('money', None), ('graphics', None)]"
i decided i wanted a laptop so i went into the bby store.,"[('store', None), ('laptop', None)]"
i like how the mac os is so simple and easy to use.,"[('mac os', None), ('simple', None)]"
"while apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.","[('premium', None), ('apple', None)]"
"in the three years i've had my macbook pro, i have never had a virus on my computer, and i do a lot of work on the internet.","[('macbook', None), ('internet', None)]"
"i was ready to take it back for a refund, but the geek squad camed through and pointed me in the right direction to get it fixed.","[('geek', None), ('refund', None)]"
i have had laptops in the past and i thought why not give these small netbooks a try.,"[('netbooks', None), ('laptops', None)]"
it can't get any better.,[]
"all the problems i have had with pc's are solved with a mac: the issue of overheating-my dell was always overheating and not working properly or simply shutting off, and the issue of viruses and contaminants-my hp completely quit working within2 years of purchasing it, with no inexpensive way of fixing it.","[('pc', None), ('viruses', None), ('hp', None)]"
only good thing is the graphics quality.,"[('quality', None), ('graphics quality', None)]"
"the other lock-up problems are from a myriad of causes, the most common being a corrupted version of appleworks which can render the browser useless.","[('appleworks', None), ('lock-up', None)]"
in short i would never buy a compaq again.,"[('compaq', None)]"
"i love the 15"" macbook pro.","[('macbook pro', None)]"
breaks easily.,[]
the paint wears off easily due to the keyboard being farther back than usual.,"[('paint', None), ('keyboard', None)]"
"that's right, no power, absolutely nothing.","[('power', None), ('food', None)]"
i had purchased it from a major electronics store and took it to their service department to find out what the problem was.,"[('service', None), ('item', None)]"
the store honored their warrenty and made the comment that they don't even recommend the hp brand because of the problems with their warrentys.,"[('hp', None), ('store', None), ('problems', None)]"
but i was wrong.,"[('i', None), ('a', None)]"
no good.,[]
i always use a backup hard disk to store important files at all times.,"[('hard disk', None), ('files', None)]"
"they sent out the box right away for me to send in my computer, they paid postage and whatnot, but when i got my computer back it still wasn't running right, and now my cd drive wasn't reading anything!","[('box', None), ('cd drive', None)]"
i bought this laptop was the worst laptop i've ever bought.,[]
but the screen size is not that bad for email and web browsing.,"[('screen size', None), ('email', None)]"
once i removed all the software the laptop loads in 15-20 seconds.,"[('software', None), ('laptop', None)]"
on my powerbook g4 i would never use the trackpad i would use an external mouse because i didn't like the trackpad.,"[('mouse', None), ('trackpad', None)]"
this computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,"[('computer', None), ('games', None)]"
"obviously one of the most important features of any computer is the ""human interface.","[('interface', None), ('computer', None)]"
"yeah, of course smarty pants ""fix it now"")software - compared to the early 2011 edition i did see inbuilt applications crashing and it prompted me to send the report to apple (which i promptly did).","[('inbuilt applications', None), ('apple', None)]"
the body is a bit cheaply made so it will be interesting to see how long it holds up.,"[('body', None), ('time', None)]"
the i5 blows my desktop out of the water when it comes to rendering videos.,"[('i5', None), ('water', None)]"
"with a mac you don't have to worry about antivirus software or firewall, it's so wonderful.","[('mac', None), ('firewall', None)]"
